"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/specs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/specs/list.csv?datainfo&rowcount&base_name=dinosauria"
"Access Time","Thu 2023-03-02 21:53:56 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","dinosauria"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.491"
"Records Found","2668"
"Records Returned","2668"
"Records:"
"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"80835","spm","N","","0","","CMN 12433","","","","ulna","","1","","","","Troodon formosus","species","54818","","Troodon formosus","species","54818","","","9232"
"80836","spm","N","","0","","CMN 199","","","","tibia","","1","","","","Troodon formosus","species","54818","","Troodon formosus","species","54818","","","9232"
"80837","spm","N","","0","","MOR 430","","","","femur","","1","","","juvenile","Troodon formosus","species","54818","","Troodon formosus","species","54818","","","11751"
"80838","spm","N","","0","","MOR 430","","","","tibia","","1","","","juvenile","Troodon formosus","species","54818","","Troodon formosus","species","54818","","","11751"
"80839","spm","N","","0","","MOR 553-7.24.8.64","","","","tibia","","1","text","","","Troodon formosus","species","54818","","Troodon formosus","species","54818","","","13758"
"80840","spm","","1066333","40181","131870","UMNH VP 19479","holotype","","","ulna","","1","","","","Talos sampsoni","species","243379","","Talos sampsoni","species","243379","83.5","70.6","42510"
"80841","spm","","1066197","0","131828","LH V0021","holotype","","","skull","","1","table","","","Linhevenator tani","species","243256","","Linhevenator tani","species","243256","83.6","72.1","42491"
"80842","spm","","1066197","0","131828","LH V0021","holotype","","","scapula","","1","table","","","Linhevenator tani","species","243256","","Linhevenator tani","species","243256","83.6","72.1","42491"
"80843","spm","","1066197","0","131828","LH V0021","holotype","","","humerus","","1","table","","","Linhevenator tani","species","243256","","Linhevenator tani","species","243256","83.6","72.1","42491"
"80844","spm","","1066197","0","131828","LH V0021","holotype","","","femur","","1","table","","","Linhevenator tani","species","243256","","Linhevenator tani","species","243256","83.6","72.1","42491"
"80845","spm","","513569","0","52012","IGM 100/1","holotype","","","skull","","1","table","","","Saurornithoides junior","species","57262","recombined as","Zanabazar junior","species","57262","72.1","66","32843"
"80846","spm","","513569","0","52012","IGM 100/1","holotype","","","tibia","","1","table","","","Saurornithoides junior","species","57262","recombined as","Zanabazar junior","species","57262","72.1","66","32843"
"80847","spm","","487471","0","48927","AMNH 6516","holotype","","","skull","","1","table","","","Ornithoides oshiensis","species","65171","","Ornithoides oshiensis","species","65171","83.5","70.6","13096"
"80848","spm","","404836","32663","37020","ZPAL MgD-I/174","holotype","","","tibiotarsus","","1","table","","","Borogovia gracilicrus","species","64791","","Borogovia gracilicrus","species","64791","72.1","66","10139"
"80849","spm","","602122","0","53493","IVPP V 11527","holotype","","","skull","","1","","","","Sinusonasus magnodens","species","84668","","Sinusonasus magnodens","species","84668","130","125.45","18463"
"80850","spm","","602122","0","53493","IVPP V 11527","holotype","","","femur","","1","","","","Sinusonasus magnodens","species","84668","","Sinusonasus magnodens","species","84668","130","125.45","18463"
"80851","spm","","602122","0","53493","IVPP V 11527","holotype","","","tibia","","1","","","","Sinusonasus magnodens","species","84668","","Sinusonasus magnodens","species","84668","130","125.45","18463"
"80852","spm","","602122","0","53493","IVPP V 11527","holotype","","","fibula","","1","","","","Sinusonasus magnodens","species","84668","","Sinusonasus magnodens","species","84668","130","125.45","18463"
"80853","spm","","1052616","0","130048","BMMS BK 11","holotype","","","skull","","1","table","","","Sciurumimus albersdoerferi","species","240621","","Sciurumimus albersdoerferi","species","240621","155.7","150.8","42198"
"80854","spm","","1052616","0","130048","BMMS BK 11","holotype","","","humerus","","1","table","","","Sciurumimus albersdoerferi","species","240621","","Sciurumimus albersdoerferi","species","240621","155.7","150.8","42198"
"80855","spm","","1052616","0","130048","BMMS BK 11","holotype","","","radius","","1","table","","","Sciurumimus albersdoerferi","species","240621","","Sciurumimus albersdoerferi","species","240621","155.7","150.8","42198"
"80856","spm","","1052616","0","130048","BMMS BK 11","holotype","","","femur","","1","table","","","Sciurumimus albersdoerferi","species","240621","","Sciurumimus albersdoerferi","species","240621","155.7","150.8","42198"
"80857","spm","","1052616","0","130048","BMMS BK 11","holotype","","","tibiotarsus","","1","table","","","Sciurumimus albersdoerferi","species","240621","","Sciurumimus albersdoerferi","species","240621","155.7","150.8","42198"
"80859","spm","","475138","40142","47136","CGM 81119","holotype","","right","humerus","","1","text","","","Paralititan stromeri","species","64374","","Paralititan stromeri","species","64374","99.6","93.5","12577"
"80860","spm","","795820","0","86439","MAU-Pv-AG-446/27","holotype","","","ulna","","1","text","","","Pitekunsaurus macayai","species","140726","","Pitekunsaurus macayai","species","140726","83.5","70.6","29117"
"80861","spm","","795820","0","86439","MAU-Pv-AG-446/28","holotype","","right","scapula","","1","text","","","Pitekunsaurus macayai","species","140726","","Pitekunsaurus macayai","species","140726","83.5","70.6","29117"
"80862","spm","","795820","0","86439","MAU-Pv-AG-446/1","holotype","","left","femur","","1","text","","","Pitekunsaurus macayai","species","140726","","Pitekunsaurus macayai","species","140726","83.5","70.6","29117"
"81876","spm","N","","0","","MLP-CS 1049","","","right","humerus","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81877","spm","N","","0","","MLP-CS 1050","","","left","humerus","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81878","spm","N","","0","","MLP-CS 1051","","","right","humerus","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81879","spm","N","","0","","MLP-CS 1099","","","right","humerus","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81880","spm","N","","0","","MLP-CS 1100","","","left","humerus","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81881","spm","N","","0","","MLP-CS 1479","","","left","humerus","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81882","spm","N","","0","","MLP-CS 1019","","","right","humerus","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81883","spm","N","","0","","MLPCS 1058","","","left","ulna","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81884","spm","N","","0","","MLPCS 1305","","","right","ulna","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81885","spm","N","","0","","MLPCS 1306","","","left","ulna","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81886","spm","N","","0","","MLPCS 1052","","","left","ulna","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81887","spm","N","","0","","MLPCS 1094","","","left","ulna","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81888","spm","N","","0","","MLPCS 1095","","","right","ulna","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81889","spm","N","","0","","MLP-CS 1169","","","right","radius","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81890","spm","N","","0","","MLP-CS 1175","","","left","radius","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81891","spm","N","","0","","MLP-CS 1176","","","","radius","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81892","spm","N","","0","","MLP-CS 1171","","","left","radius","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81893","spm","N","","0","","MLP-CS 1101","","","right","femur","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81894","spm","N","","0","","MLP-CS 1121","","","left","femur","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81895","spm","N","","0","","MLP-CS 1118","","","left","femur","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81896","spm","N","","0","","MCS-9","","","right","femur","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81897","spm","N","","0","","MLP-CS 1480","","","left","femur","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81898","spm","N","","0","","MLP-CS 1103","","","right","tibia","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81899","spm","N","","0","","MCS-5/25","","","right","tibia","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81900","spm","N","","0","","MCS-6","","","right","tibia","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81901","spm","N","","0","","MLP-CS 1264","","","left","tibia","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81902","spm","N","","0","","MLP-CS 1098","","","left","fibula","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81903","spm","N","","0","","MLP-Ly 127","","","left","fibula","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81904","spm","N","","0","","MCS-5/26","","","right","fibula","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81905","spm","N","","0","","MLP-CS 1265","","","","fibula","","1","table","","Midshaft mediolateral diameter","Neuquensaurus","genus","64317","","Neuquensaurus","genus","64317","","","42572"
"81906","spm","","539207","0","56157","MRS-Pv 43","paratype","","","scapula","","1","text","","minimum width of the blade","Rinconsaurus caudamirus","species","68592","","Rinconsaurus caudamirus","species","68592","86.3","83.6","15139"
"81907","spm","","539207","0","56157","MRS-Pv 47","paratype","","","humerus","","1","text","","","Rinconsaurus caudamirus","species","68592","","Rinconsaurus caudamirus","species","68592","86.3","83.6","15139"
"81908","spm","","539207","0","56157","MRS-Pv 49","paratype","","","femur","","1","text","","","Rinconsaurus caudamirus","species","68592","","Rinconsaurus caudamirus","species","68592","86.3","83.6","15139"
"81909","spm","","539207","0","56157","MRS-Pv 92","paratype","","","femur","","1","text","","","Rinconsaurus caudamirus","species","68592","","Rinconsaurus caudamirus","species","68592","86.3","83.6","15139"
"81910","spm","","980820","0","117447","MAU-Pv-N-425","holotype","","left","ulna","","1","table","","Minimum diaphysis width","Narambuenatitan palomoi","species","201025","","Narambuenatitan palomoi","species","201025","83.5","70.6","37763"
